"dep","prov","dist","cat_age","N"
"la libertad","ascope","ascope","60-69",648
"la libertad","ascope","ascope","70-79",346
"la libertad","ascope","ascope","80+",190
"la libertad","ascope","casa grande","60-69",2377
"la libertad","ascope","casa grande","70-79",1559
"la libertad","ascope","casa grande","80+",933
"la libertad","ascope","chicama","60-69",1141
"la libertad","ascope","chicama","70-79",732
"la libertad","ascope","chicama","80+",430
"la libertad","ascope","chocope","60-69",748
"la libertad","ascope","chocope","70-79",472
"la libertad","ascope","chocope","80+",273
"la libertad","ascope","magdalena de cao","60-69",257
"la libertad","ascope","magdalena de cao","70-79",137
"la libertad","ascope","magdalena de cao","80+",70
"la libertad","ascope","paijan","60-69",1613
"la libertad","ascope","paijan","70-79",1004
"la libertad","ascope","paijan","80+",538
"la libertad","ascope","razuri","60-69",595
"la libertad","ascope","razuri","70-79",371
"la libertad","ascope","razuri","80+",197
"la libertad","ascope","santiago de cao","60-69",1694
"la libertad","ascope","santiago de cao","70-79",982
"la libertad","ascope","santiago de cao","80+",633
"la libertad","bolivar","bambamarca","60-69",112
"la libertad","bolivar","bambamarca","70-79",80
"la libertad","bolivar","bambamarca","80+",43
"la libertad","bolivar","bolivar","60-69",284
"la libertad","bolivar","bolivar","70-79",132
"la libertad","bolivar","bolivar","80+",84
"la libertad","bolivar","condormarca","60-69",111
"la libertad","bolivar","condormarca","70-79",71
"la libertad","bolivar","condormarca","80+",47
"la libertad","bolivar","longotea","60-69",138
"la libertad","bolivar","longotea","70-79",99
"la libertad","bolivar","longotea","80+",43
"la libertad","bolivar","uchumarca","60-69",125
"la libertad","bolivar","uchumarca","70-79",96
"la libertad","bolivar","uchumarca","80+",40
"la libertad","bolivar","ucuncha","60-69",63
"la libertad","bolivar","ucuncha","70-79",35
"la libertad","bolivar","ucuncha","80+",11
"la libertad","chepen","chepen","60-69",3356
"la libertad","chepen","chepen","70-79",2170
"la libertad","chepen","chepen","80+",1215
"la libertad","chepen","pacanga","60-69",1185
"la libertad","chepen","pacanga","70-79",689
"la libertad","chepen","pacanga","80+",416
"la libertad","chepen","pueblo nuevo","60-69",827
"la libertad","chepen","pueblo nuevo","70-79",556
"la libertad","chepen","pueblo nuevo","80+",301
"la libertad","gran chimu","cascas","60-69",1015
"la libertad","gran chimu","cascas","70-79",603
"la libertad","gran chimu","cascas","80+",425
"la libertad","gran chimu","lucma","60-69",351
"la libertad","gran chimu","lucma","70-79",225
"la libertad","gran chimu","lucma","80+",128
"la libertad","gran chimu","marmot","60-69",211
"la libertad","gran chimu","marmot","70-79",132
"la libertad","gran chimu","marmot","80+",81
"la libertad","gran chimu","sayapullo","60-69",349
"la libertad","gran chimu","sayapullo","70-79",213
"la libertad","gran chimu","sayapullo","80+",89
"la libertad","julcan","calamarca","60-69",277
"la libertad","julcan","calamarca","70-79",254
"la libertad","julcan","calamarca","80+",103
"la libertad","julcan","carabamba","60-69",315
"la libertad","julcan","carabamba","70-79",228
"la libertad","julcan","carabamba","80+",126
"la libertad","julcan","huaso","60-69",296
"la libertad","julcan","huaso","70-79",194
"la libertad","julcan","huaso","80+",98
"la libertad","julcan","julcan","60-69",763
"la libertad","julcan","julcan","70-79",613
"la libertad","julcan","julcan","80+",259
"la libertad","otuzco","agallpampa","60-69",447
"la libertad","otuzco","agallpampa","70-79",279
"la libertad","otuzco","agallpampa","80+",143
"la libertad","otuzco","charat","60-69",220
"la libertad","otuzco","charat","70-79",175
"la libertad","otuzco","charat","80+",81
"la libertad","otuzco","huaranchal","60-69",274
"la libertad","otuzco","huaranchal","70-79",173
"la libertad","otuzco","huaranchal","80+",93
"la libertad","otuzco","la cuesta","60-69",45
"la libertad","otuzco","la cuesta","70-79",42
"la libertad","otuzco","la cuesta","80+",22
"la libertad","otuzco","mache","60-69",211
"la libertad","otuzco","mache","70-79",146
"la libertad","otuzco","mache","80+",77
"la libertad","otuzco","otuzco","60-69",1526
"la libertad","otuzco","otuzco","70-79",1106
"la libertad","otuzco","otuzco","80+",643
"la libertad","otuzco","paranday","60-69",46
"la libertad","otuzco","paranday","70-79",31
"la libertad","otuzco","paranday","80+",18
"la libertad","otuzco","salpo","60-69",449
"la libertad","otuzco","salpo","70-79",327
"la libertad","otuzco","salpo","80+",196
"la libertad","otuzco","sinsicap","60-69",413
"la libertad","otuzco","sinsicap","70-79",276
"la libertad","otuzco","sinsicap","80+",119
"la libertad","otuzco","usquil","60-69",1265
"la libertad","otuzco","usquil","70-79",843
"la libertad","otuzco","usquil","80+",415
"la libertad","pacasmayo","guadalupe","60-69",2991
"la libertad","pacasmayo","guadalupe","70-79",1616
"la libertad","pacasmayo","guadalupe","80+",914
"la libertad","pacasmayo","jequetepeque","60-69",287
"la libertad","pacasmayo","jequetepeque","70-79",177
"la libertad","pacasmayo","jequetepeque","80+",97
"la libertad","pacasmayo","pacasmayo","60-69",2181
"la libertad","pacasmayo","pacasmayo","70-79",1264
"la libertad","pacasmayo","pacasmayo","80+",706
"la libertad","pacasmayo","san jose","60-69",878
"la libertad","pacasmayo","san jose","70-79",569
"la libertad","pacasmayo","san jose","80+",298
"la libertad","pacasmayo","san pedro de lloc","60-69",1400
"la libertad","pacasmayo","san pedro de lloc","70-79",889
"la libertad","pacasmayo","san pedro de lloc","80+",518
"la libertad","pataz","buldibuyo","60-69",226
"la libertad","pataz","buldibuyo","70-79",122
"la libertad","pataz","buldibuyo","80+",79
"la libertad","pataz","chillia","60-69",507
"la libertad","pataz","chillia","70-79",352
"la libertad","pataz","chillia","80+",119
"la libertad","pataz","huancaspata","60-69",352
"la libertad","pataz","huancaspata","70-79",269
"la libertad","pataz","huancaspata","80+",133
"la libertad","pataz","huaylillas","60-69",64
"la libertad","pataz","huaylillas","70-79",54
"la libertad","pataz","huaylillas","80+",36
"la libertad","pataz","huayo","60-69",192
"la libertad","pataz","huayo","70-79",135
"la libertad","pataz","huayo","80+",62
"la libertad","pataz","ongon","60-69",73
"la libertad","pataz","ongon","70-79",42
"la libertad","pataz","ongon","80+",17
"la libertad","pataz","parcoy","60-69",494
"la libertad","pataz","parcoy","70-79",258
"la libertad","pataz","parcoy","80+",93
"la libertad","pataz","pataz","60-69",252
"la libertad","pataz","pataz","70-79",115
"la libertad","pataz","pataz","80+",57
"la libertad","pataz","pias","60-69",116
"la libertad","pataz","pias","70-79",56
"la libertad","pataz","pias","80+",50
"la libertad","pataz","santiago de challas","60-69",170
"la libertad","pataz","santiago de challas","70-79",132
"la libertad","pataz","santiago de challas","80+",99
"la libertad","pataz","taurija","60-69",162
"la libertad","pataz","taurija","70-79",144
"la libertad","pataz","taurija","80+",54
"la libertad","pataz","tayabamba","60-69",668
"la libertad","pataz","tayabamba","70-79",483
"la libertad","pataz","tayabamba","80+",231
"la libertad","pataz","urpay","60-69",125
"la libertad","pataz","urpay","70-79",121
"la libertad","pataz","urpay","80+",77
"la libertad","sanchez carrion","chugay","60-69",800
"la libertad","sanchez carrion","chugay","70-79",553
"la libertad","sanchez carrion","chugay","80+",247
"la libertad","sanchez carrion","cochorco","60-69",372
"la libertad","sanchez carrion","cochorco","70-79",258
"la libertad","sanchez carrion","cochorco","80+",99
"la libertad","sanchez carrion","curgos","60-69",389
"la libertad","sanchez carrion","curgos","70-79",343
"la libertad","sanchez carrion","curgos","80+",151
"la libertad","sanchez carrion","huamachuco","60-69",2669
"la libertad","sanchez carrion","huamachuco","70-79",1611
"la libertad","sanchez carrion","huamachuco","80+",840
"la libertad","sanchez carrion","marcabal","60-69",581
"la libertad","sanchez carrion","marcabal","70-79",393
"la libertad","sanchez carrion","marcabal","80+",214
"la libertad","sanchez carrion","sanagoran","60-69",576
"la libertad","sanchez carrion","sanagoran","70-79",428
"la libertad","sanchez carrion","sanagoran","80+",156
"la libertad","sanchez carrion","sarin","60-69",423
"la libertad","sanchez carrion","sarin","70-79",293
"la libertad","sanchez carrion","sarin","80+",147
"la libertad","sanchez carrion","sartimbamba","60-69",540
"la libertad","sanchez carrion","sartimbamba","70-79",359
"la libertad","sanchez carrion","sartimbamba","80+",175
"la libertad","santiago de chuco","angasmarca","60-69",235
"la libertad","santiago de chuco","angasmarca","70-79",235
"la libertad","santiago de chuco","angasmarca","80+",138
"la libertad","santiago de chuco","cachicadan","60-69",295
"la libertad","santiago de chuco","cachicadan","70-79",205
"la libertad","santiago de chuco","cachicadan","80+",137
"la libertad","santiago de chuco","mollebamba","60-69",114
"la libertad","santiago de chuco","mollebamba","70-79",93
"la libertad","santiago de chuco","mollebamba","80+",49
"la libertad","santiago de chuco","mollepata","60-69",171
"la libertad","santiago de chuco","mollepata","70-79",160
"la libertad","santiago de chuco","mollepata","80+",84
"la libertad","santiago de chuco","quiruvilca","60-69",510
"la libertad","santiago de chuco","quiruvilca","70-79",283
"la libertad","santiago de chuco","quiruvilca","80+",156
"la libertad","santiago de chuco","santa cruz de chuca","60-69",231
"la libertad","santiago de chuco","santa cruz de chuca","70-79",168
"la libertad","santiago de chuco","santa cruz de chuca","80+",91
"la libertad","santiago de chuco","santiago de chuco","60-69",1041
"la libertad","santiago de chuco","santiago de chuco","70-79",828
"la libertad","santiago de chuco","santiago de chuco","80+",430
"la libertad","santiago de chuco","sitabamba","60-69",193
"la libertad","santiago de chuco","sitabamba","70-79",147
"la libertad","santiago de chuco","sitabamba","80+",56
"la libertad","trujillo","el porvenir","60-69",8740
"la libertad","trujillo","el porvenir","70-79",4665
"la libertad","trujillo","el porvenir","80+",2339
"la libertad","trujillo","florencia de mora","60-69",2498
"la libertad","trujillo","florencia de mora","70-79",1624
"la libertad","trujillo","florencia de mora","80+",766
"la libertad","trujillo","huanchaco","60-69",3200
"la libertad","trujillo","huanchaco","70-79",1700
"la libertad","trujillo","huanchaco","80+",793
"la libertad","trujillo","la esperanza","60-69",10922
"la libertad","trujillo","la esperanza","70-79",6074
"la libertad","trujillo","la esperanza","80+",2900
"la libertad","trujillo","laredo","60-69",2595
"la libertad","trujillo","laredo","70-79",1524
"la libertad","trujillo","laredo","80+",836
"la libertad","trujillo","moche","60-69",2193
"la libertad","trujillo","moche","70-79",1245
"la libertad","trujillo","moche","80+",648
"la libertad","trujillo","poroto","60-69",235
"la libertad","trujillo","poroto","70-79",122
"la libertad","trujillo","poroto","80+",103
"la libertad","trujillo","salaverry","60-69",995
"la libertad","trujillo","salaverry","70-79",581
"la libertad","trujillo","salaverry","80+",251
"la libertad","trujillo","simbal","60-69",312
"la libertad","trujillo","simbal","70-79",203
"la libertad","trujillo","simbal","80+",115
"la libertad","trujillo","trujillo","60-69",25105
"la libertad","trujillo","trujillo","70-79",16323
"la libertad","trujillo","trujillo","80+",9001
"la libertad","trujillo","victor larco herrera","60-69",5214
"la libertad","trujillo","victor larco herrera","70-79",3028
"la libertad","trujillo","victor larco herrera","80+",1531
"la libertad","viru","chao","60-69",1107
"la libertad","viru","chao","70-79",575
"la libertad","viru","chao","80+",262
"la libertad","viru","guadalupito","60-69",362
"la libertad","viru","guadalupito","70-79",200
"la libertad","viru","guadalupito","80+",88
"la libertad","viru","viru","60-69",2395
"la libertad","viru","viru","70-79",1310
"la libertad","viru","viru","80+",670
"lambayeque","chiclayo","cayalti","60-69",1402
"lambayeque","chiclayo","cayalti","70-79",980
"lambayeque","chiclayo","cayalti","80+",625
"lambayeque","chiclayo","chiclayo","60-69",20613
"lambayeque","chiclayo","chiclayo","70-79",11942
"lambayeque","chiclayo","chiclayo","80+",6673
"lambayeque","chiclayo","chongoyape","60-69",1364
"lambayeque","chiclayo","chongoyape","70-79",930
"lambayeque","chiclayo","chongoyape","80+",547
"lambayeque","chiclayo","eten","60-69",819
"lambayeque","chiclayo","eten","70-79",528
"lambayeque","chiclayo","eten","80+",305
"lambayeque","chiclayo","eten puerto","60-69",202
"lambayeque","chiclayo","eten puerto","70-79",190
"lambayeque","chiclayo","eten puerto","80+",109
"lambayeque","chiclayo","jose leonardo ortiz","60-69",9557
"lambayeque","chiclayo","jose leonardo ortiz","70-79",5153
"lambayeque","chiclayo","jose leonardo ortiz","80+",2756
"lambayeque","chiclayo","la victoria","60-69",5555
"lambayeque","chiclayo","la victoria","70-79",3093
"lambayeque","chiclayo","la victoria","80+",1758
"lambayeque","chiclayo","lagunas","60-69",798
"lambayeque","chiclayo","lagunas","70-79",388
"lambayeque","chiclayo","lagunas","80+",255
"lambayeque","chiclayo","monsefu","60-69",2098
"lambayeque","chiclayo","monsefu","70-79",1212
"lambayeque","chiclayo","monsefu","80+",691
"lambayeque","chiclayo","nueva arica","60-69",234
"lambayeque","chiclayo","nueva arica","70-79",170
"lambayeque","chiclayo","nueva arica","80+",111
"lambayeque","chiclayo","oyotun","60-69",693
"lambayeque","chiclayo","oyotun","70-79",421
"lambayeque","chiclayo","oyotun","80+",261
"lambayeque","chiclayo","patapo","60-69",1599
"lambayeque","chiclayo","patapo","70-79",942
"lambayeque","chiclayo","patapo","80+",559
"lambayeque","chiclayo","picsi","60-69",688
"lambayeque","chiclayo","picsi","70-79",329
"lambayeque","chiclayo","picsi","80+",192
"lambayeque","chiclayo","pimentel","60-69",2407
"lambayeque","chiclayo","pimentel","70-79",1264
"lambayeque","chiclayo","pimentel","80+",717
"lambayeque","chiclayo","pomalca","60-69",1838
"lambayeque","chiclayo","pomalca","70-79",1061
"lambayeque","chiclayo","pomalca","80+",628
"lambayeque","chiclayo","pucala","60-69",856
"lambayeque","chiclayo","pucala","70-79",464
"lambayeque","chiclayo","pucala","80+",329
"lambayeque","chiclayo","reque","60-69",1016
"lambayeque","chiclayo","reque","70-79",582
"lambayeque","chiclayo","reque","80+",391
"lambayeque","chiclayo","sana","60-69",905
"lambayeque","chiclayo","sana","70-79",647
"lambayeque","chiclayo","sana","80+",384
"lambayeque","chiclayo","santa rosa","60-69",625
"lambayeque","chiclayo","santa rosa","70-79",287
"lambayeque","chiclayo","santa rosa","80+",131
"lambayeque","chiclayo","tuman","60-69",2305
"lambayeque","chiclayo","tuman","70-79",1161
"lambayeque","chiclayo","tuman","80+",613
"lambayeque","ferrenafe","canaris","60-69",554
"lambayeque","ferrenafe","canaris","70-79",334
"lambayeque","ferrenafe","canaris","80+",100
"lambayeque","ferrenafe","ferrenafe","60-69",2578
"lambayeque","ferrenafe","ferrenafe","70-79",1519
"lambayeque","ferrenafe","ferrenafe","80+",921
"lambayeque","ferrenafe","incahuasi","60-69",763
"lambayeque","ferrenafe","incahuasi","70-79",508
"lambayeque","ferrenafe","incahuasi","80+",201
"lambayeque","ferrenafe","manuel antonio mesones muro","60-69",247
"lambayeque","ferrenafe","manuel antonio mesones muro","70-79",134
"lambayeque","ferrenafe","manuel antonio mesones muro","80+",99
"lambayeque","ferrenafe","pitipo","60-69",1267
"lambayeque","ferrenafe","pitipo","70-79",772
"lambayeque","ferrenafe","pitipo","80+",487
"lambayeque","ferrenafe","pueblo nuevo","60-69",891
"lambayeque","ferrenafe","pueblo nuevo","70-79",451
"lambayeque","ferrenafe","pueblo nuevo","80+",245
"lambayeque","lambayeque","chochope","60-69",83
"lambayeque","lambayeque","chochope","70-79",49
"lambayeque","lambayeque","chochope","80+",31
"lambayeque","lambayeque","illimo","60-69",656
"lambayeque","lambayeque","illimo","70-79",428
"lambayeque","lambayeque","illimo","80+",279
"lambayeque","lambayeque","jayanca","60-69",1016
"lambayeque","lambayeque","jayanca","70-79",630
"lambayeque","lambayeque","jayanca","80+",446
"lambayeque","lambayeque","lambayeque","60-69",4142
"lambayeque","lambayeque","lambayeque","70-79",2158
"lambayeque","lambayeque","lambayeque","80+",1188
"lambayeque","lambayeque","mochumi","60-69",1252
